ID,DerogCnt,CollectCnt,BanruptcyInd,InqCnt06,InqTimeLast,InqFinanceCnt24,TLTimeFirst,TLTimeLast,TLCnt03,TLCnt12,TLCnt24,TLCnt,TLSum,TLMaxSum,TLSatCnt,TLDel60Cnt,TLBadCnt24,TL75UtilCnt,TL50UtilCnt,TLBalHCPct,TLSatPct,TLDel3060Cnt24,TLDel90Cnt24,TLDel60CntAll,TLOpenPct,TLBadDerogCnt,TLDel60Cnt24,TLOpen24Pct,TARGET
56381,1,0,1,8,0.0,6,35,21,0,0,1,1.0,,,2.0,0,0,,,,0.6667,0,0,0,0.3333,0,0,1.0,0
84412,0,0,0,0,16.0,0,178,12,0,1,2,6.0,14075.0,29360.0,9.0,0,0,0.0,3.0,0.4794,0.8889,0,0,2,0.6667,0,0,0.3333,0
31635,0,0,0,3,1.0,0,307,11,0,1,3,12.0,43717.0,80666.0,18.0,0,0,4.0,7.0,0.542,0.6667,3,0,0,0.6667,0,0,0.25,0
115575,2,2,0,10,0.0,20,232,5,0,2,2,12.0,28934.0,33103.0,17.0,10,8,7.0,7.0,0.8741,0.1786,0,9,11,0.4286,10,9,0.1667,1
106482,1,1,0,3,0.0,2,133,8,0,1,6,8.0,6518.0,8594.0,13.0,0,0,4.0,5.0,0.7584,0.6154,1,0,0,0.6154,1,0,0.75,0
118377,2,2,0,2,0.0,1,273,71,0,0,0,12.0,15838.0,39254.0,14.0,0,0,3.0,5.0,0.4035,0.2667,3,0,1,0.8,0,0,0.0,1
96141,0,0,0,1,1.0,1,239,6,0,2,2,6.0,949.0,7390.0,10.0,0,0,1.0,1.0,0.1284,0.4,1,0,3,0.6,0,0,0.3333,0
43878,0,0,0,1,3.0,0,249,49,0,0,0,2.0,6032.0,8391.0,5.0,2,2,1.0,1.0,0.7189,0.125,0,2,2,0.25,2,2,0.0,0
31142,0,0,0,7,1.0,7,132,3,1,3,8,14.0,65538.0,92248.0,23.0,0,0,4.0,5.0,0.7105,0.6154,0,0,0,0.5385,0,0,0.5714,0
20928,0,0,0,0,9.0,1,52,2,2,3,8,11.0,47646.0,99949.0,12.0,0,0,1.0,5.0,0.4767,0.7857,0,0,0,0.7857,0,0,0.7273,0
117455,0,0,0,0,,0,306,13,0,0,3,8.0,6580.0,7269.0,7.0,1,0,5.0,6.0,0.9052,0.4444,3,0,4,0.8889,0,3,0.375,0
2201,1,1,0,1,2.0,3,82,6,0,1,1,3.0,2979.0,2979.0,3.0,1,1,1.0,1.0,1.0,0.5,0,1,2,0.75,2,1,0.3333,0
67590,3,2,0,4,0.0,4,31,8,0,2,4,4.0,18832.0,21858.0,6.0,0,0,1.0,3.0,0.8616,0.8333,0,0,0,0.6667,2,0,1.0,0
111330,0,0,0,3,0.0,4,119,4,0,2,2,10.0,16574.0,20150.0,21.0,0,0,4.0,6.0,0.8225,0.3636,3,0,2,0.4545,0,1,0.2,0
113668,0,0,0,1,3.0,3,167,8,0,2,4,7.0,7138.0,10311.0,11.0,2,0,2.0,3.0,0.6923,0.375,2,1,8,0.4375,1,2,0.5714,0
18061,0,0,0,1,1.0,11,192,7,0,3,5,7.0,32554.0,35624.0,18.0,1,0,6.0,7.0,0.9138,0.3,3,1,2,0.35,1,2,0.7143,0
111493,0,0,0,1,0.0,0,39,11,0,2,3,3.0,823.0,800.0,3.0,0,0,1.0,1.0,1.0288,0.5,0,0,0,0.75,0,0,1.0,1
121080,3,0,0,2,1.0,3,146,63,0,0,0,1.0,,,3.0,0,0,,,,0.3333,0,0,1,0.3333,1,0,0.0,0
111194,4,4,0,5,0.0,1,190,3,1,1,2,6.0,4468.0,20534.0,23.0,0,0,0.0,1.0,0.2176,0.3478,2,0,2,0.2609,3,1,0.3333,0
80993,1,1,0,6,0.0,4,251,3,1,1,3,6.0,16006.0,16168.0,11.0,0,0,4.0,4.0,0.99,0.5,3,0,1,0.5,0,0,0.5,0
63799,4,4,0,3,2.0,2,136,6,0,1,1,5.0,6716.0,7566.0,8.0,8,5,2.0,3.0,0.8877,0.3529,0,5,8,0.2941,7,5,0.2,0
70813,4,3,0,0,17.0,1,85,7,0,1,2,3.0,18454.0,20113.0,7.0,2,0,2.0,2.0,0.9175,0.5556,0,0,2,0.3333,4,0,0.6667,0
9203,1,0,1,0,20.0,0,777,16,0,0,2,11.0,3351.0,7185.0,13.0,4,2,4.0,5.0,0.4664,0.1111,3,7,14,0.6111,7,10,0.1818,0
58813,4,0,0,2,1.0,4,95,6,0,1,2,6.0,9886.0,17107.0,14.0,0,0,1.0,2.0,0.5779,0.5,2,0,4,0.4286,0,1,0.3333,1
71368,1,1,0,2,1.0,0,180,75,0,0,0,2.0,0.0,5000.0,6.0,3,1,,,0.0,0.2222,0,1,5,0.2222,2,1,0.0,0
123033,7,7,0,6,0.0,12,112,2,1,1,2,4.0,5111.0,7314.0,11.0,2,2,2.0,3.0,0.6988,0.125,1,2,3,0.25,4,2,0.5,1
71522,2,0,0,1,5.0,3,92,5,0,2,2,1.0,0.0,0.0,7.0,2,0,0.0,0.0,0.0,0.3333,0,0,2,0.1111,1,0,2.0,0
58708,0,0,0,1,4.0,6,63,6,0,3,11,16.0,26201.0,47492.0,22.0,0,0,5.0,10.0,0.5517,0.8077,0,0,0,0.6154,0,0,0.6875,0
84562,2,2,0,5,0.0,4,128,12,0,1,5,14.0,24027.0,40759.0,17.0,1,1,3.0,9.0,0.5895,0.6818,0,1,1,0.6364,1,1,0.3571,1
9572,0,0,0,0,,0,96,3,1,1,1,4.0,20068.0,27461.0,17.0,1,0,2.0,2.0,0.7308,0.3158,0,1,1,0.2105,1,1,0.25,1
55362,2,1,0,8,1.0,2,14,5,0,5,8,8.0,37816.0,40964.0,8.0,0,0,7.0,7.0,0.9232,1.0,0,0,0,1.0,2,0,1.0,1
65779,0,0,0,0,7.0,2,224,7,0,2,4,13.0,21376.0,63284.0,21.0,0,0,0.0,2.0,0.3378,0.6087,0,0,0,0.5652,0,0,0.3077,0
92201,2,2,0,1,1.0,1,177,61,0,0,0,2.0,6.0,6.0,1.0,9,4,1.0,1.0,1.0,0.0,0,4,10,0.1667,6,4,0.0,1
92206,0,0,0,4,2.0,8,235,2,1,5,7,7.0,30612.0,37661.0,11.0,3,3,3.0,4.0,0.8128,0.6667,0,3,7,0.4667,3,3,1.0,0
104564,1,1,0,11,1.0,1,97,5,0,2,3,13.0,12735.0,17805.0,19.0,4,4,3.0,5.0,0.7152,0.5769,2,4,5,0.5,4,5,0.2308,0
55589,3,3,0,3,1.0,6,96,3,1,1,4,3.0,5240.0,5186.0,15.0,0,0,2.0,2.0,1.0104,0.5,0,0,1,0.1875,3,0,1.3333,0
8975,1,1,0,2,1.0,1,184,3,1,2,3,6.0,28563.0,31040.0,10.0,0,0,1.0,1.0,0.9202,0.5455,0,0,1,0.5455,1,0,0.5,0
104308,0,0,0,7,0.0,9,130,2,2,3,3,5.0,18599.0,32798.0,7.0,0,0,1.0,3.0,0.5671,0.4444,0,1,1,0.5556,1,1,0.6,0
106920,0,0,0,7,1.0,6,288,3,1,4,9,19.0,42831.0,80691.0,30.0,0,0,3.0,7.0,0.5308,0.7742,0,0,0,0.6129,0,0,0.4737,0
11105,1,0,0,1,5.0,0,90,17,0,0,1,2.0,5835.0,7488.0,2.0,0,0,1.0,1.0,0.7792,0.0,0,1,1,1.0,2,1,0.5,1
124817,0,0,0,3,0.0,2,225,4,0,1,1,8.0,19173.0,21736.0,11.0,1,1,4.0,5.0,0.8821,0.3333,2,1,2,0.6667,1,2,0.125,1
21236,3,1,1,1,3.0,4,130,6,0,1,1,3.0,1193.0,7325.0,4.0,13,0,1.0,1.0,0.1629,0.1875,0,0,13,0.1875,0,0,0.3333,0
101800,1,1,0,11,1.0,9,60,4,0,1,1,2.0,112.0,191.0,1.0,1,1,1.0,1.0,0.5864,0.5,0,1,1,1.0,1,1,0.5,0
28643,1,1,0,0,10.0,4,21,2,1,4,6,4.0,14435.0,15787.0,5.0,0,0,3.0,3.0,0.9144,0.8333,0,0,0,0.6667,0,0,1.5,1
69810,0,0,0,2,4.0,1,134,90,0,0,0,1.0,2943.0,2801.0,1.0,1,1,1.0,1.0,1.0507,0.0,0,1,1,0.5,1,1,0.0,1
112041,0,0,0,3,0.0,4,244,10,0,4,8,16.0,38760.0,76322.0,32.0,0,0,3.0,6.0,0.5078,0.75,0,0,0,0.5,0,0,0.5,0
94483,3,3,0,4,0.0,12,296,2,1,2,3,2.0,2298.0,2298.0,3.0,1,0,1.0,1.0,1.0,0.6,0,1,1,0.4,2,1,1.5,0
22792,2,1,1,4,0.0,3,165,58,0,0,0,0.0,0.0,0.0,4.0,9,2,0.0,0.0,0.0,0.0769,0,2,11,0.0,2,2,0.0,0
98306,0,0,0,0,,0,101,1,1,2,3,6.0,35442.0,39498.0,10.0,3,2,3.0,3.0,0.8973,0.4,1,3,4,0.4,3,3,0.5,0
34753,0,0,0,3,1.0,21,231,1,1,5,8,16.0,30961.0,59518.0,30.0,0,0,2.0,3.0,0.5202,0.5455,1,0,0,0.4848,0,0,0.5,0
69673,5,0,1,2,0.0,2,462,5,0,2,5,5.0,10686.0,11899.0,7.0,6,4,3.0,4.0,0.8981,0.2667,2,5,8,0.3333,6,6,1.0,0
82851,1,1,0,1,1.0,1,345,14,0,0,2,7.0,9514.0,16346.0,14.0,0,0,1.0,2.0,0.582,0.3333,3,0,4,0.4667,0,2,0.2857,0
4032,2,2,0,2,0.0,4,248,7,0,3,7,14.0,30265.0,44493.0,28.0,0,0,7.0,9.0,0.6802,0.6333,2,0,1,0.4667,2,1,0.5,1
2647,0,0,0,0,7.0,1,201,13,0,0,6,7.0,44456.0,49825.0,16.0,0,0,5.0,5.0,0.8922,0.6875,0,0,0,0.4375,0,0,0.8571,0
81047,0,0,0,3,1.0,6,248,7,0,2,4,13.0,14780.0,19182.0,21.0,0,1,4.0,8.0,0.7705,0.6667,1,1,1,0.619,1,1,0.3077,0
32882,0,0,0,0,15.0,0,263,7,0,1,2,8.0,12449.0,17670.0,19.0,0,0,4.0,4.0,0.7045,0.6667,0,0,0,0.381,0,0,0.25,0
20001,2,1,1,1,1.0,2,81,48,0,0,0,1.0,1721.0,7650.0,4.0,11,2,0.0,0.0,0.225,0.0667,0,2,11,0.0667,3,2,0.0,0
91406,1,1,0,3,0.0,1,146,6,0,1,2,6.0,37233.0,50693.0,8.0,0,0,2.0,4.0,0.7345,0.7778,0,0,0,0.6667,0,0,0.3333,0
66118,1,1,0,1,1.0,2,183,18,0,0,6,10.0,19223.0,28579.0,22.0,0,0,4.0,6.0,0.6726,0.24,3,0,3,0.4,1,2,0.6,1
49486,0,0,0,0,7.0,1,27,17,0,0,2,2.0,53.0,4833.0,1.0,1,1,0.0,0.0,0.011,0.0,0,2,2,0.6667,2,2,1.0,1
64916,0,0,0,1,5.0,1,259,5,0,2,4,13.0,19923.0,26133.0,18.0,1,0,7.0,7.0,0.7624,0.5263,3,0,2,0.6842,0,1,0.3077,0
109657,2,1,0,17,0.0,12,45,8,0,2,4,6.0,15731.0,23267.0,5.0,0,0,1.0,3.0,0.6761,0.4,0,0,0,0.6,2,0,0.6667,0
92426,0,0,0,0,23.0,0,134,66,0,0,0,4.0,11037.0,18485.0,6.0,0,0,2.0,2.0,0.5971,0.6667,0,0,0,0.6667,0,0,0.0,0
97785,0,0,0,0,21.0,1,191,18,0,0,2,8.0,13525.0,28172.0,14.0,1,1,2.0,3.0,0.4801,0.2,3,2,6,0.5333,2,4,0.25,0
97348,5,1,0,0,8.0,1,150,20,0,0,2,4.0,17073.0,27107.0,5.0,1,1,0.0,1.0,0.6298,0.5,2,1,2,0.6667,3,2,0.5,0
39463,3,2,0,8,1.0,4,290,5,0,1,1,3.0,10321.0,11889.0,7.0,1,1,1.0,1.0,0.8681,0.2222,1,1,6,0.3333,2,1,0.3333,1
115413,0,0,0,4,0.0,9,135,2,1,4,10,22.0,28916.0,50127.0,31.0,0,0,7.0,8.0,0.5769,0.6,3,0,2,0.6286,0,1,0.4545,0
53177,0,0,0,1,1.0,1,103,7,0,1,3,7.0,5783.0,25337.0,11.0,0,0,1.0,1.0,0.2282,0.5385,0,0,1,0.5385,0,0,0.4286,0
98513,12,10,0,1,5.0,1,189,24,0,0,1,3.0,10864.0,13138.0,8.0,2,1,2.0,2.0,0.8269,0.0769,3,3,6,0.2308,12,5,0.3333,0
48016,3,0,0,0,9.0,1,88,2,1,2,10,7.0,22122.0,28417.0,26.0,0,0,3.0,6.0,0.7785,0.4375,0,0,1,0.2188,0,0,1.4286,0
123639,0,0,0,2,1.0,5,93,12,0,1,7,13.0,24875.0,58627.0,15.0,0,0,1.0,5.0,0.4243,0.9333,0,0,0,0.8667,0,0,0.5385,0
6275,1,1,0,1,1.0,0,200,12,0,1,4,6.0,8821.0,9987.0,11.0,0,0,4.0,4.0,0.8832,0.5,3,0,3,0.5,1,0,0.6667,0
71157,0,0,0,13,1.0,15,467,3,1,1,8,19.0,31790.0,68123.0,26.0,0,0,8.0,9.0,0.4667,0.75,0,1,1,0.6786,1,1,0.4211,0
121014,4,0,1,5,1.0,6,250,69,0,0,0,4.0,3074.0,1420.0,7.0,10,2,2.0,2.0,2.1648,0.2353,0,3,12,0.2353,3,3,0.0,0
63189,4,0,1,3,3.0,3,72,72,0,0,0,1.0,,,2.0,0,0,,,,1.0,0,0,0,0.5,3,0,0.0,0
14469,0,0,0,6,0.0,2,180,12,0,1,6,15.0,27888.0,49168.0,24.0,0,0,3.0,5.0,0.5672,0.6207,0,0,0,0.5172,0,0,0.4,0
117953,0,0,0,10,0.0,11,132,4,0,6,10,17.0,20273.0,26618.0,28.0,1,0,10.0,12.0,0.7616,0.6333,0,1,3,0.5667,1,1,0.5882,0
111857,1,0,1,0,16.0,1,38,4,0,1,3,5.0,3306.0,3473.0,5.0,0,0,3.0,3.0,0.9519,0.8333,0,0,0,0.8333,0,0,0.6,0
4812,1,0,1,5,1.0,3,183,3,3,8,8,13.0,51614.0,70106.0,27.0,0,0,7.0,8.0,0.7362,0.6071,0,0,0,0.4643,0,0,0.6154,0
109426,1,0,0,7,1.0,5,305,8,0,3,3,7.0,29345.0,54928.0,18.0,0,0,2.0,3.0,0.5342,0.2609,3,0,4,0.3043,0,0,0.4286,0
105160,3,2,1,4,2.0,1,62,6,0,3,3,6.0,27238.0,37006.0,7.0,3,0,3.0,4.0,0.736,0.6,0,0,3,0.6,2,0,0.5,1
65927,1,1,0,1,3.0,1,145,3,1,1,6,13.0,13855.0,46123.0,24.0,0,0,0.0,1.0,0.3004,0.5556,0,0,0,0.4815,1,0,0.4615,0
5261,1,1,0,1,1.0,0,134,3,1,3,7,16.0,35996.0,42432.0,18.0,0,0,9.0,11.0,0.8483,0.3846,3,0,0,0.6154,0,0,0.4375,1
3700,7,5,0,3,1.0,3,27,26,0,0,0,1.0,6911.0,9670.0,1.0,1,1,0.0,1.0,0.7147,0.0,2,1,2,0.5,4,2,0.0,0
52340,14,2,0,6,1.0,2,61,10,0,1,3,1.0,0.0,1600.0,8.0,1,0,,,0.0,0.3333,2,0,1,0.1111,2,1,3.0,0
1890,3,2,0,5,1.0,6,135,3,1,2,4,4.0,5756.0,9199.0,8.0,0,0,1.0,1.0,0.6257,0.6,0,0,1,0.4,0,0,1.0,0
2828,1,0,0,1,1.0,0,169,1,1,1,2,10.0,14690.0,46727.0,14.0,0,0,0.0,1.0,0.3144,0.5,3,0,3,0.625,0,2,0.2,0
47312,0,0,0,4,1.0,1,144,8,0,1,1,2.0,7461.0,9585.0,6.0,2,1,1.0,1.0,0.7784,0.1111,1,1,5,0.2222,1,1,0.5,0
49106,0,0,0,2,1.0,2,88,60,0,0,0,2.0,5137.0,5137.0,1.0,1,1,1.0,1.0,1.0,0.5,0,1,1,1.0,1,1,0.0,0
65315,3,1,0,4,0.0,5,109,7,0,3,3,3.0,6754.0,7286.0,9.0,0,0,2.0,2.0,0.927,0.2727,1,0,0,0.2727,1,0,1.0,0
112805,0,0,0,2,0.0,2,152,6,0,1,3,5.0,20433.0,28800.0,6.0,0,0,1.0,4.0,0.7095,1.0,0,0,0,0.8333,0,0,0.6,0
81248,0,0,0,1,6.0,3,166,11,0,2,7,14.0,25072.0,42316.0,25.0,2,0,5.0,9.0,0.5925,0.5862,0,0,2,0.4828,0,0,0.5,0
59515,1,1,0,4,0.0,7,280,4,0,1,3,13.0,46382.0,58909.0,19.0,0,0,7.0,7.0,0.7873,0.5652,0,0,0,0.5652,1,0,0.2308,0
44291,3,0,1,4,1.0,2,166,83,0,0,0,2.0,0.0,0.0,4.0,4,2,,,0.0,0.375,0,2,5,0.25,2,2,0.0,0
79155,0,0,0,1,1.0,1,249,2,1,1,2,11.0,32592.0,35070.0,28.0,0,0,8.0,8.0,0.9293,0.5517,0,0,0,0.3793,0,0,0.1818,0
79826,6,5,0,3,0.0,3,22,22,0,0,1,1.0,401.0,617.0,1.0,0,0,0.0,1.0,0.6499,1.0,0,0,0,1.0,4,0,1.0,0
106347,0,0,0,0,8.0,0,245,13,0,0,3,9.0,20053.0,23872.0,20.0,2,1,4.0,5.0,0.84,0.4,1,2,5,0.36,2,2,0.3333,0
22775,0,0,0,0,7.0,1,218,7,0,1,1,3.0,18038.0,22110.0,5.0,0,0,1.0,2.0,0.8158,0.6,0,0,3,0.6,0,0,0.3333,0
109591,0,0,0,4,1.0,3,229,9,0,1,3,9.0,592.0,14955.0,16.0,1,1,0.0,1.0,0.0396,0.6667,0,1,3,0.5,1,1,0.3333,0
53944,0,0,0,1,2.0,2,187,7,0,1,5,9.0,2089.0,21130.0,13.0,0,0,0.0,0.0,0.0989,0.7333,0,0,0,0.6,0,0,0.5556,0
64947,1,0,0,5,0.0,8,82,7,0,1,5,7.0,32571.0,50399.0,16.0,1,1,4.0,5.0,0.6463,0.5556,0,1,1,0.3889,1,1,0.7143,0
19662,1,0,1,4,0.0,2,216,8,0,2,9,12.0,32320.0,47288.0,21.0,15,3,6.0,7.0,0.6835,0.3171,0,3,16,0.2927,3,3,0.75,1
56213,0,0,0,4,1.0,4,262,7,0,1,9,12.0,14905.0,69963.0,28.0,0,0,1.0,2.0,0.213,0.7188,0,0,0,0.375,0,0,0.75,0
52399,0,0,0,1,3.0,0,196,36,0,0,0,5.0,15227.0,25049.0,7.0,1,0,2.0,2.0,0.6079,0.2,1,1,1,0.5,1,1,0.0,1
90611,5,3,1,1,6.0,0,90,37,0,0,0,2.0,2064.0,2064.0,8.0,12,2,2.0,2.0,1.0,0.0,0,3,13,0.0952,4,3,0.0,1
125799,4,2,1,1,5.0,3,102,5,0,2,2,5.0,11783.0,13263.0,4.0,3,2,3.0,4.0,0.8884,0.25,0,2,4,0.625,4,2,0.4,1
42539,0,0,0,0,18.0,2,409,18,0,0,5,13.0,56886.0,89626.0,41.0,0,0,6.0,9.0,0.6347,0.3878,3,0,1,0.2653,0,1,0.3846,0
6819,0,0,0,1,2.0,0,119,8,0,5,8,18.0,43932.0,64819.0,30.0,0,0,8.0,10.0,0.6778,0.6667,0,0,1,0.5455,0,0,0.4444,0
29547,4,1,1,3,1.0,6,150,3,1,1,2,2.0,2235.0,2316.0,7.0,2,0,1.0,1.0,0.965,0.2727,0,0,2,0.1818,0,0,1.0,0
126441,0,0,0,2,0.0,2,199,10,0,1,6,17.0,48759.0,62088.0,25.0,0,0,7.0,9.0,0.7853,0.6923,0,0,0,0.6538,0,0,0.3529,0
51624,0,0,0,1,6.0,1,142,2,1,2,2,2.0,289.0,289.0,0.0,2,0,1.0,1.0,1.0,0.0,0,1,2,0.6667,1,1,1.0,1
14532,0,0,0,0,14.0,0,355,8,0,1,10,30.0,76695.0,108659.0,40.0,0,0,17.0,23.0,0.7058,0.7174,0,0,0,0.6522,0,0,0.3333,0
14129,0,0,0,1,1.0,5,136,18,0,0,3,3.0,15109.0,21931.0,7.0,0,0,1.0,3.0,0.6889,0.25,1,0,0,0.375,0,0,1.0,0
20459,5,1,1,1,1.0,3,325,9,0,1,2,10.0,9970.0,10991.0,14.0,17,2,6.0,6.0,0.9071,0.3226,0,3,17,0.3226,3,3,0.2,1
86318,0,0,0,3,1.0,14,205,3,1,1,8,6.0,60803.0,70249.0,21.0,1,0,3.0,4.0,0.8655,0.2963,3,0,4,0.2222,0,0,1.3333,0
65979,0,0,0,3,1.0,1,80,4,0,2,6,9.0,30046.0,46690.0,9.0,0,0,4.0,6.0,0.6435,0.6154,0,0,0,0.6923,0,0,0.6667,0
11135,0,0,0,3,1.0,5,163,12,0,1,4,17.0,59217.0,75776.0,29.0,0,0,8.0,12.0,0.7815,0.7097,0,0,2,0.5484,0,0,0.2353,0
47333,0,0,0,3,1.0,2,140,2,1,1,1,9.0,28032.0,67143.0,20.0,4,3,4.0,5.0,0.4175,0.1818,0,4,5,0.2727,4,4,0.1111,0
72248,2,2,0,8,0.0,9,47,7,0,7,8,11.0,8692.0,14318.0,12.0,0,0,3.0,8.0,0.6071,0.9167,0,0,0,0.9167,2,0,0.7273,0
66902,0,0,0,0,22.0,0,230,4,0,1,3,10.0,25086.0,37331.0,18.0,0,0,2.0,4.0,0.672,0.7778,0,0,0,0.5556,0,0,0.3,0
90617,1,0,1,2,1.0,0,183,11,0,1,2,1.0,2318.0,2611.0,6.0,0,0,1.0,1.0,0.8878,0.7143,0,0,1,0.1429,0,0,2.0,0
121847,0,0,0,2,1.0,1,52,7,0,1,1,2.0,2063.0,2388.0,1.0,2,2,1.0,1.0,0.8639,0.3333,0,2,2,0.6667,2,2,0.5,0
123933,0,0,0,2,0.0,1,388,7,0,2,4,17.0,29446.0,67028.0,19.0,0,0,4.0,5.0,0.4393,0.7619,0,1,1,0.8095,1,1,0.2353,0
113449,4,2,1,1,3.0,1,118,1,1,2,5,4.0,17939.0,18394.0,11.0,3,1,3.0,3.0,0.9753,0.4375,0,1,3,0.25,2,1,1.25,0
124974,0,0,0,4,1.0,2,198,23,0,0,3,8.0,28319.0,44709.0,13.0,0,0,1.0,2.0,0.6334,0.7143,0,0,0,0.5714,0,0,0.375,0
24253,5,4,0,1,6.0,0,302,18,0,0,2,5.0,856.0,12887.0,7.0,1,1,1.0,1.0,0.0664,0.875,0,1,1,0.625,3,1,0.4,0
49297,0,0,0,3,0.0,7,17,4,0,2,4,4.0,1086.0,18600.0,4.0,0,0,0.0,0.0,0.0584,1.0,0,0,0,1.0,0,0,1.0,0
5739,2,0,0,4,2.0,3,151,5,0,3,4,13.0,42981.0,52684.0,24.0,1,1,8.0,9.0,0.8158,0.3704,3,1,6,0.4815,1,1,0.3077,0
66220,0,0,0,0,12.0,1,379,14,0,0,1,9.0,14226.0,16799.0,15.0,2,1,5.0,6.0,0.8468,0.6316,0,1,6,0.4737,1,1,0.1111,0
121969,0,0,0,1,1.0,4,143,9,0,1,8,11.0,54999.0,71773.0,19.0,0,0,6.0,8.0,0.7663,0.7619,0,0,0,0.5238,0,0,0.7273,0
112551,0,0,0,2,1.0,1,211,25,0,0,0,8.0,2520.0,15376.0,14.0,0,0,0.0,0.0,0.1639,0.6667,2,0,3,0.5333,0,1,0.0,0
34316,1,0,1,0,16.0,0,97,5,0,1,5,10.0,10053.0,16490.0,16.0,0,0,6.0,8.0,0.6096,0.619,0,0,0,0.4762,0,0,0.5,0
18590,0,0,0,2,3.0,0,71,3,1,1,7,12.0,30328.0,31362.0,17.0,0,0,9.0,11.0,0.967,0.5217,3,0,0,0.5217,0,0,0.5833,0
117857,0,0,0,1,1.0,1,340,3,1,2,3,8.0,2098.0,9125.0,18.0,1,0,1.0,1.0,0.2299,0.4167,3,0,6,0.3333,0,1,0.375,0
104353,0,0,0,0,,0,98,5,0,5,7,8.0,26436.0,29898.0,13.0,0,0,5.0,5.0,0.8842,0.6154,2,0,1,0.6154,0,1,0.875,0
8573,1,0,0,5,1.0,7,132,2,1,3,5,9.0,44091.0,56088.0,12.0,0,0,2.0,3.0,0.7861,0.6429,0,0,0,0.6429,0,0,0.5556,0
84271,0,0,0,13,0.0,15,124,3,1,5,8,8.0,27906.0,30461.0,10.0,2,1,5.0,5.0,0.9161,0.75,0,1,2,0.6667,1,1,1.0,1
73380,0,0,0,2,1.0,4,234,7,0,1,3,7.0,13385.0,17474.0,13.0,1,1,5.0,5.0,0.766,0.5714,0,1,3,0.5,1,1,0.4286,1
121944,0,0,0,0,19.0,2,152,19,0,0,2,12.0,31267.0,36705.0,18.0,0,0,5.0,9.0,0.8518,0.8333,0,0,0,0.6667,0,0,0.1667,0
14449,0,0,0,0,7.0,0,61,29,0,0,0,2.0,4254.0,3190.0,1.0,4,2,2.0,2.0,1.3335,0.2,0,2,3,0.4,2,2,0.0,1
30532,0,0,0,3,0.0,3,107,13,0,0,5,14.0,58795.0,66406.0,28.0,0,0,10.0,11.0,0.8854,0.6207,0,0,0,0.4828,0,0,0.3571,1
63416,0,0,0,2,1.0,2,346,11,0,1,5,14.0,25213.0,52696.0,17.0,0,0,5.0,7.0,0.4785,0.7059,1,1,1,0.8235,1,1,0.3571,0
101970,1,1,0,4,1.0,12,161,6,0,2,6,8.0,44439.0,52204.0,25.0,0,0,4.0,6.0,0.8513,0.48,3,0,2,0.32,0,0,0.75,0
88343,0,0,0,2,0.0,5,136,2,1,1,5,11.0,3489.0,15456.0,15.0,1,0,1.0,2.0,0.2257,0.4444,3,1,6,0.6111,1,3,0.4545,0
32011,0,0,0,1,1.0,0,83,15,0,0,1,5.0,19988.0,22671.0,12.0,0,0,3.0,4.0,0.8817,0.5833,0,0,0,0.4167,0,0,0.2,0
3190,2,2,0,8,1.0,9,96,3,1,1,1,1.0,698.0,630.0,3.0,2,2,1.0,1.0,1.1079,0.4,0,2,2,0.2,3,2,1.0,1
114117,4,4,0,0,18.0,0,185,7,0,3,3,5.0,1664.0,1674.0,4.0,4,2,4.0,4.0,0.994,0.25,2,2,6,0.625,3,3,0.6,1
47716,2,2,1,0,11.0,3,106,16,0,0,1,2.0,3950.0,6952.0,2.0,4,0,0.0,1.0,0.5682,0.3333,0,0,4,0.3333,0,0,0.5,0
17063,0,0,0,3,0.0,2,82,5,0,2,4,8.0,20393.0,38350.0,9.0,0,0,2.0,3.0,0.5318,0.7273,0,0,0,0.7273,0,0,0.5,0
58282,1,1,0,1,3.0,0,117,8,0,1,3,8.0,20237.0,38020.0,10.0,1,0,2.0,4.0,0.5323,0.6667,0,0,2,0.6667,1,0,0.375,0
22269,1,0,1,2,1.0,0,219,7,0,1,1,3.0,1580.0,2318.0,6.0,3,0,1.0,2.0,0.6816,0.5556,0,0,4,0.3333,0,0,0.3333,0
99925,0,0,0,1,5.0,0,120,24,0,0,2,7.0,13352.0,22705.0,11.0,1,0,1.0,3.0,0.5881,0.5385,0,1,2,0.5385,1,1,0.2857,0
88522,0,0,0,1,1.0,1,195,32,0,0,0,16.0,20961.0,33413.0,20.0,0,0,5.0,8.0,0.6273,0.619,3,0,0,0.7619,0,0,0.0,1
64759,1,1,0,4,0.0,4,76,4,0,1,7,12.0,16330.0,32801.0,15.0,0,0,4.0,6.0,0.4979,0.875,0,0,0,0.75,0,0,0.5833,0
7006,0,0,0,0,,0,221,20,0,0,1,3.0,7462.0,8290.0,3.0,0,0,2.0,2.0,0.9001,1.0,0,0,0,1.0,0,0,0.3333,0
40125,0,0,0,2,0.0,4,253,3,1,2,6,14.0,36358.0,64857.0,20.0,0,0,4.0,8.0,0.5606,0.6154,0,0,0,0.5385,0,0,0.4286,0
29514,2,3,0,7,1.0,0,91,8,0,5,6,4.0,17794.0,29352.0,8.0,2,0,0.0,2.0,0.6062,0.2727,3,0,3,0.3636,1,2,1.5,1
11954,0,0,0,0,,0,7,7,0,1,1,1.0,,,0.0,1,0,,,,0.0,2,0,1,1.0,0,1,1.0,1
